rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,89,甜栗zi,29
2,30560952,账号已注销,舰长,164,甜栗zi,26
3,1951359859,盖好被子好家伙,舰长,33,甜栗zi,26
4,448508702,栗子家的DDR,舰长,129,甜栗zi,26
5,7559452,云琅染烟-西瓜粑粑,舰长,114,甜栗zi,26
6,21763284,Matthew_kk,舰长,35,甜栗zi,26
7,1752700457,wawa是蛙蛙,舰长,169,甜栗zi,26
8,478530000,大那啥转转转,舰长,96,甜栗zi,25
9,12051525,狗莓呐C,舰长,156,甜栗zi,25
10,3546892954766152,云书已成往事,舰长,77,甜栗zi,25
11,620489333,-桃夭酱-,舰长,85,甜栗zi,24
12,3494351216839395,棿铭,舰长,98,甜栗zi,23
13,3546849203981008,细嗦栗子卡的痰,舰长,54,甜栗zi,23
14,435504285,十浦寸,舰长,43,甜栗zi,23
15,108150270,糖唐棠棠堂,舰长,23,甜栗zi,23
16,488750234,B站的辣个男人,舰长,51,甜栗zi,22
17,1302393099,黃金体験,舰长,24,甜栗zi,22
18,1665463273,兀劫1314,舰长,24,甜栗zi,22
19,1952695535,不寻常的小狼单推栗子,舰长,13,甜栗zi,21
20,26448358,十八咕,舰长,31,甜栗zi,21
21,3546702061505344,林深时見鹿t,舰长,20,甜栗zi,21
22,416010879,小智-没米版,舰长,8,甜栗zi,21
