rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,83,甜栗zi,29
2,30560952,账号已注销,舰长,158,甜栗zi,26
3,1951359859,盖好被子好家伙,舰长,27,甜栗zi,26
4,448508702,栗子家的DDR,舰长,123,甜栗zi,26
5,7559452,云琅染烟-西瓜粑粑,舰长,108,甜栗zi,26
6,21763284,Matthew_kk,舰长,29,甜栗zi,26
7,1752700457,wawa是蛙蛙,舰长,163,甜栗zi,26
8,478530000,大那啥转转转,舰长,90,甜栗zi,25
9,12051525,狗莓呐C,舰长,150,甜栗zi,25
10,3546892954766152,云书也许后会无期,舰长,71,甜栗zi,25
11,620489333,-桃夭酱-,舰长,79,甜栗zi,24
12,3494351216839395,棿铭,舰长,92,甜栗zi,23
13,3546849203981008,细嗦栗子卡的痰,舰长,48,甜栗zi,23
14,435504285,十浦寸,舰长,37,甜栗zi,23
15,108150270,糖唐棠棠堂,舰长,17,甜栗zi,23
16,488750234,B站的辣个男人,舰长,45,甜栗zi,22
17,1200120699,青山入梦---,舰长,61,甜栗zi,22
18,1302393099,黃金体験,舰长,18,甜栗zi,22
19,1665463273,兀劫1314,舰长,18,甜栗zi,22
20,2040855,fty158,舰长,26,甜栗zi,21
21,1952695535,不寻常的小狼单推栗子,舰长,7,甜栗zi,21
22,26448358,十八咕,舰长,25,甜栗zi,21
23,3546702061505344,窝等风椰等泥,舰长,14,甜栗zi,21
24,416010879,小智_努力赚钱版,舰长,2,甜栗zi,21
