rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,82,甜栗zi,29
2,3546769308781297,道-_-_,舰长,153,甜栗zi,26
3,30560952,账号已注销,舰长,157,甜栗zi,26
4,1951359859,盖好被子好家伙,舰长,26,甜栗zi,26
5,448508702,栗子家的DDR,舰长,122,甜栗zi,26
6,7559452,云琅染烟-西瓜粑粑,舰长,107,甜栗zi,26
7,21763284,Matthew_kk,舰长,28,甜栗zi,26
8,1752700457,wawa是蛙蛙,舰长,162,甜栗zi,26
9,478530000,大那啥转转转,舰长,89,甜栗zi,25
10,12051525,狗莓呐C,舰长,149,甜栗zi,25
11,3546892954766152,云书9月再见,舰长,70,甜栗zi,25
12,620489333,-桃夭酱-,舰长,78,甜栗zi,24
13,3546849203981008,细嗦栗子卡的痰,舰长,47,甜栗zi,23
14,435504285,十浦寸,舰长,36,甜栗zi,23
15,108150270,糖唐棠棠堂,舰长,0,甜栗zi,23
16,488750234,B站的辣个男人,舰长,0,甜栗zi,22
17,1200120699,青山入梦---,舰长,60,甜栗zi,22
18,1302393099,黃金体験,舰长,0,甜栗zi,22
19,1665463273,兀劫1314,舰长,0,甜栗zi,22
20,2040855,fty158,舰长,25,甜栗zi,21
21,1952695535,不寻常的小狼单推栗子,舰长,6,甜栗zi,21
22,26448358,十八咕,舰长,24,甜栗zi,21
23,3546702061505344,窝等风椰等泥,舰长,13,甜栗zi,21
