rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,93,甜栗zi,29
2,30560952,账号已注销,舰长,168,甜栗zi,26
3,1951359859,盖好被子好家伙,舰长,37,甜栗zi,26
4,448508702,栗子家的DDR,舰长,133,甜栗zi,26
5,21763284,Matthew_kk,舰长,39,甜栗zi,26
6,7559452,云琅染烟-西瓜粑粑,舰长,118,甜栗zi,26
7,1752700457,wawa是蛙蛙,舰长,173,甜栗zi,26
8,478530000,大那啥转转转,舰长,100,甜栗zi,25
9,12051525,狗莓呐C,舰长,160,甜栗zi,25
10,3546892954766152,陆云书,舰长,81,甜栗zi,25
11,620489333,-桃夭酱-,舰长,89,甜栗zi,24
12,3494351216839395,棿铭,舰长,102,甜栗zi,23
13,3546849203981008,细嗦栗子卡的痰,舰长,58,甜栗zi,23
14,435504285,十浦寸,舰长,47,甜栗zi,23
15,108150270,风也不曾记得我,舰长,27,甜栗zi,23
16,488750234,B站的辣个男人,舰长,55,甜栗zi,22
17,1302393099,黃金体験,舰长,28,甜栗zi,22
18,1665463273,兀劫1314,舰长,28,甜栗zi,22
19,1952695535,不寻常的小狼狗,舰长,17,甜栗zi,21
20,3546702061505344,林深时見鹿t,舰长,24,甜栗zi,21
21,416010879,宠鱼儿_,舰长,12,甜栗zi,21
