rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,舰长,97,甜栗zi,29
2,21763284,Matthew_kk,舰长,43,甜栗zi,27
3,1951359859,盖好被子好家伙,舰长,41,甜栗zi,26
4,30560952,账号已注销,舰长,172,甜栗zi,26
5,448508702,栗子家的DDR,舰长,137,甜栗zi,26
6,7559452,云琅染烟-粑粑大王,舰长,122,甜栗zi,26
7,1752700457,wawa是蛙蛙,舰长,177,甜栗zi,26
8,478530000,大那啥转转转,舰长,104,甜栗zi,25
9,12051525,狗莓呐腮,舰长,164,甜栗zi,25
10,3546892954766152,陆云书,舰长,85,甜栗zi,25
11,620489333,-桃夭酱-,舰长,93,甜栗zi,24
12,3494351216839395,棿铭,舰长,106,甜栗zi,23
13,3546849203981008,细嗦栗子卡的痰,舰长,62,甜栗zi,23
14,435504285,十浦寸,舰长,51,甜栗zi,23
15,108150270,棠棠棠棠堂,舰长,31,甜栗zi,23
16,488750234,B站的辣个男人,舰长,59,甜栗zi,22
17,1952695535,不寻常的小狼狗,舰长,21,甜栗zi,21
18,3546702061505344,我我我我叫甜茶,舰长,28,甜栗zi,21
19,416010879,宠鱼儿_,舰长,16,甜栗zi,21
