rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,95,甜栗zi,29
2,30560952,账号已注销,舰长,170,甜栗zi,26
3,1951359859,盖好被子好家伙,舰长,39,甜栗zi,26
4,448508702,栗子家的DDR,舰长,135,甜栗zi,26
5,21763284,Matthew_kk,舰长,41,甜栗zi,26
6,7559452,云琅染烟-西瓜粑粑,舰长,120,甜栗zi,26
7,1752700457,wawa是蛙蛙,舰长,175,甜栗zi,26
8,478530000,大那啥转转转,舰长,102,甜栗zi,25
9,12051525,狗莓呐C,舰长,162,甜栗zi,25
10,3546892954766152,陆云书,舰长,83,甜栗zi,25
11,620489333,-桃夭酱-,舰长,91,甜栗zi,24
12,3494351216839395,棿铭,舰长,104,甜栗zi,23
13,3546849203981008,细嗦栗子卡的痰,舰长,60,甜栗zi,23
14,435504285,十浦寸,舰长,49,甜栗zi,23
15,108150270,棠棠棠棠堂,舰长,29,甜栗zi,23
16,488750234,B站的辣个男人,舰长,57,甜栗zi,22
17,1302393099,黃金体験,舰长,30,甜栗zi,22
18,1665463273,兀劫1314,舰长,30,甜栗zi,22
19,1952695535,不寻常的小狼狗,舰长,19,甜栗zi,21
20,3546702061505344,我我我我叫甜茶,舰长,26,甜栗zi,21
21,416010879,宠鱼儿_,舰长,14,甜栗zi,21
