rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,提督,90,甜栗zi,42
2,44140887,-厄童-,舰长,186,甜栗zi,43
3,1951359859,盖好被子好家伙,舰长,130,甜栗zi,40
4,7559452,云琅染烟-粑粑大王,舰长,211,甜栗zi,35
5,448508702,DDR-栗音织梦,舰长,226,甜栗zi,34
6,12051525,狗莓呐腮,舰长,253,甜栗zi,33
7,478530000,大那啥转转转,舰长,193,甜栗zi,32
8,3546656651872586,句句有回应一问三不知,舰长,7,甜栗zi,30
9,488750234,B站的辣个男人,舰长,115,甜栗zi,30
10,3546974085188366,陆云书,舰长,50,甜栗zi,30
11,3546859666672207,v多喝点酒阿巴,舰长,52,甜栗zi,30
12,397576075,秋宝-心软的神,舰长,24,甜栗zi,29
13,2010466294,玖九丨黎雾汐m,舰长,111,甜栗zi,28
14,3546392698030143,冰冷小白白,舰长,52,甜栗zi,28
15,3546849203981008,细嗦栗子卡的痰,舰长,151,甜栗zi,27
16,63257298,PSGLGDPTSD,舰长,98,甜栗zi,25
17,3546702061505344,我我我我叫甜茶,舰长,76,甜栗zi,25
18,273486679,御风-天地化生,舰长,12,甜栗zi,24
19,36625512,千面咸鱼,舰长,4,甜栗zi,24
20,3546737740352336,zero-单推go栗子,舰长,31,甜栗zi,24
21,1884177625,没人要的小go同学,舰长,31,甜栗zi,23
22,314827433,虚掩的门牙,舰长,21,甜栗zi,23
23,14220595,今天不想加油猫,舰长,31,甜栗zi,23
24,670677253,小冬枝-加油猫冠,舰长,21,甜栗zi,22
25,629709144,黄璟瑜,舰长,16,甜栗zi,22
26,3632310639397590,时常够了么就请假啊,舰长,4,甜栗zi,21
27,384255058,乍见秋风起,舰长,7,甜栗zi,21
