rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-爱播大笨蛋,总督,256,甜栗zi,49
2,44140887,-厄童-,舰长,352,甜栗zi,44
3,1951359859,猪栗盖被,舰长,295,甜栗zi,43
4,7559452,云琅染烟-粑粑大王,舰长,377,甜栗zi,38
5,21763284,Gemini-KK,舰长,156,甜栗zi,37
6,12051525,go栗莓拿塞,舰长,419,甜栗zi,35
7,448508702,DDR想过CET-6,舰长,392,甜栗zi,35
8,478530000,大那啥转转转,舰长,359,甜栗zi,34
9,273486679,御风-游客100919,舰长,90,甜栗zi,32
10,97554931,桃枝___,舰长,135,甜栗zi,32
11,1752700457,蛙蛙有点小迷糊,舰长,229,甜栗zi,31
12,3546849203981008,go栗拉粑通畅,舰长,311,甜栗zi,30
13,3690977564822180,亿盆猪猪,舰长,102,甜栗zi,30
14,63257298,PSGLGDPTSD,舰长,199,甜栗zi,29
15,3546737740352336,zero-爱播的嫡长小狗,舰长,86,甜栗zi,27
16,3461574368955256,栗子姐姐的汪汪小奶龙,舰长,29,甜栗zi,26
17,524236085,夏弥oL,舰长,15,甜栗zi,22
18,500761656,---人间惊鸿客---,舰长,7,甜栗zi,21
