rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Ybluezero-爱播生日快乐,总督,229,甜栗zi,48
2,44140887,-厄童-,舰长,325,甜栗zi,44
3,1951359859,猪栗盖被,舰长,268,甜栗zi,43
4,7559452,云琅染烟-粑粑大王,舰长,350,甜栗zi,38
5,21763284,Gemini-KK,舰长,129,甜栗zi,37
6,12051525,go栗莓拿塞,舰长,392,甜栗zi,35
7,448508702,DDR想过CET-6,舰长,365,甜栗zi,35
8,478530000,大那啥转转转,舰长,332,甜栗zi,34
9,273486679,御风-游客100919,舰长,63,甜栗zi,32
10,97554931,桃枝___,舰长,108,甜栗zi,31
11,1752700457,蛙蛙不想,舰长,202,甜栗zi,31
12,3546849203981008,go栗拉粑通畅,舰长,284,甜栗zi,30
13,3690977564822180,亿盆猪猪,舰长,75,甜栗zi,28
14,500945816,非正式调查1,舰长,75,甜栗zi,27
15,3461574368955256,小奶龙最喜欢伞殿下,舰长,2,甜栗zi,22
