rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-爱播大笨蛋,舰长,257,甜栗zi,49
2,44140887,-厄童-,舰长,353,甜栗zi,44
3,1951359859,猪栗盖被,舰长,296,甜栗zi,43
4,7559452,云琅染烟-粑粑大王,舰长,378,甜栗zi,38
5,12051525,go栗莓拿塞,舰长,420,甜栗zi,35
6,448508702,DDR想过CET-6,舰长,393,甜栗zi,35
7,478530000,大那啥转转转,舰长,360,甜栗zi,34
8,273486679,御风-游客100919,舰长,91,甜栗zi,32
9,97554931,桃枝___,舰长,136,甜栗zi,32
10,1752700457,蛙蛙有点小迷糊,舰长,230,甜栗zi,31
11,3546849203981008,go栗拉粑通畅,舰长,312,甜栗zi,30
12,3690977564822180,亿盆猪猪,舰长,103,甜栗zi,30
13,63257298,PSGLGDPTSD,舰长,200,甜栗zi,29
14,3546737740352336,zero-爱播的嫡长小狗,舰长,87,甜栗zi,27
15,3461574368955256,栗子姐姐的汪汪小奶龙,舰长,30,甜栗zi,26
16,524236085,夏弥oL,舰长,16,甜栗zi,22
17,500761656,---人间惊鸿客---,舰长,8,甜栗zi,21
