rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-爱播大笨蛋,总督,250,甜栗zi,49
2,44140887,-厄童-,舰长,346,甜栗zi,44
3,1951359859,猪栗盖被,舰长,289,甜栗zi,43
4,7559452,云琅染烟-粑粑大王,舰长,371,甜栗zi,38
5,21763284,Gemini-KK,舰长,150,甜栗zi,37
6,12051525,go栗莓拿塞,舰长,413,甜栗zi,35
7,448508702,DDR想过CET-6,舰长,386,甜栗zi,35
8,478530000,大那啥转转转,舰长,353,甜栗zi,34
9,273486679,御风-游客100919,舰长,84,甜栗zi,32
10,97554931,桃枝___,舰长,129,甜栗zi,32
11,1752700457,蛙蛙有点小迷糊,舰长,223,甜栗zi,31
12,3546849203981008,go栗拉粑通畅,舰长,305,甜栗zi,30
13,63257298,PSGLGDPTSD,舰长,193,甜栗zi,29
14,3690977564822180,亿盆猪猪,舰长,96,甜栗zi,29
15,3546737740352336,zero-爱播的嫡长小狗,舰长,80,甜栗zi,27
16,3461574368955256,小奶龙是栗子的小汪汪,舰长,23,甜栗zi,26
17,524236085,夏弥oL,舰长,9,甜栗zi,22
