rank,uid,username,type,accompany,medal_name,medal_level
1,30560952,纳西妲的七度空间,提督,30,甜栗zi,26
2,1752700457,wawa是蛙蛙,舰长,35,甜栗zi,25
3,3546769308781297,道-_-_,舰长,26,甜栗zi,25
4,348979673,开鹿虎,舰长,4,甜栗zi,23
5,3537111466642111,似-S,舰长,20,甜栗zi,23
6,16763009,丘丘吖i,舰长,29,甜栗zi,23
7,342119592,Yoka_Q,舰长,17,甜栗zi,22
8,52836727,笑笑笑就知道笑_,舰长,27,甜栗zi,22
9,12051525,狗莓呐腮,舰长,23,甜栗zi,22
10,29678426,星星_天空属于哈夫克,舰长,27,甜栗zi,22
11,1400674452,骨折眉毛主宰世界,舰长,13,甜栗zi,22
12,248610092,B字萨南,舰长,31,甜栗zi,21
13,285361200,有间客栈无账房,舰长,7,甜栗zi,21
14,3494351216839395,-_-轻绘梨花泪沾衣-_-,舰长,26,甜栗zi,21
15,122478702,霜雪紛飛,舰长,31,甜栗zi,21
16,1643218509,碎水向东流,舰长,16,甜栗zi,21
17,3494365865445814,露露lulu啦,舰长,13,甜栗zi,21
