rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,38,甜栗zi,28
2,3546769308781297,道-_-_,舰长,109,甜栗zi,26
3,30560952,账号已注销,舰长,113,甜栗zi,26
4,1752700457,wawa是蛙蛙,舰长,118,甜栗zi,26
5,448508702,DDR-栗所当然,舰长,78,甜栗zi,26
6,7559452,云琅染烟,舰长,63,甜栗zi,25
7,12051525,狗莓呐腮,舰长,106,甜栗zi,24
8,478530000,大那啥转转转,舰长,45,甜栗zi,24
9,175002328,DDR-晚安学姐,舰长,62,甜栗zi,24
10,3546892954766152,一朵小花花_专心工作,舰长,26,甜栗zi,24
11,285361200,有间客栈无跑堂,舰长,90,甜栗zi,23
12,620489333,-陌小寒-独宠栗子,舰长,36,甜栗zi,23
13,3546849203981008,随便吧就这样口巴,舰长,3,甜栗zi,22
14,500945816,小雨落生花,舰长,11,甜栗zi,22
15,3546765624084973,CC努力做富婆,舰长,3,甜栗zi,22
16,22364157,七酱lucky_,舰长,11,甜栗zi,22
17,92226433,老实憨厚陈十一,舰长,15,甜栗zi,21
18,1200120699,青山入梦---,舰长,16,甜栗zi,21
19,1902751788,落雪忆碎,舰长,29,甜栗zi,21
