rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,35,甜栗zi,28
2,3546769308781297,道-_-_,舰长,106,甜栗zi,26
3,30560952,账号已注销,舰长,110,甜栗zi,26
4,1752700457,wawa是蛙蛙,舰长,115,甜栗zi,26
5,448508702,DDR-栗所当然,舰长,75,甜栗zi,26
6,7559452,云琅染烟,舰长,60,甜栗zi,25
7,12051525,狗莓呐腮,舰长,103,甜栗zi,24
8,175002328,DDR-晚安学姐,舰长,59,甜栗zi,24
9,478530000,大那啥转转转,舰长,42,甜栗zi,24
10,3546892954766152,送你一朵小花花1688,舰长,23,甜栗zi,24
11,285361200,有间客栈无跑堂,舰长,87,甜栗zi,23
12,620489333,-陌小寒-独宠栗子,舰长,33,甜栗zi,23
13,500945816,小雨落生花,舰长,8,甜栗zi,22
14,20629497,群星闪耀-愿你爱自己,舰长,31,甜栗zi,22
15,22364157,七酱lucky_,舰长,8,甜栗zi,22
16,92226433,老实憨厚陈十一,舰长,12,甜栗zi,21
17,1200120699,青山入梦---,舰长,13,甜栗zi,21
18,1902751788,落雪忆碎,舰长,26,甜栗zi,21
