rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,67,甜栗zi,28
2,3546769308781297,道-_-_,舰长,138,甜栗zi,26
3,30560952,账号已注销,舰长,142,甜栗zi,26
4,1951359859,盖好被子好家伙,舰长,11,甜栗zi,26
5,448508702,栗子家的DDR,舰长,107,甜栗zi,26
6,7559452,云琅染烟,舰长,92,甜栗zi,26
7,1752700457,wawa是蛙蛙,舰长,147,甜栗zi,26
8,478530000,大那啥转转转,舰长,74,甜栗zi,25
9,12051525,狗莓呐C,舰长,134,甜栗zi,25
10,3546892954766152,云书已成灰烬,舰长,55,甜栗zi,24
11,175002328,DDR-梨所当然,舰长,91,甜栗zi,24
12,21763284,Matthew_kk,舰长,13,甜栗zi,24
13,620489333,-陌小寒-独宠栗子,舰长,63,甜栗zi,23
14,3494351216839395,棿铭,舰长,78,甜栗zi,23
15,3546849203981008,细嗦栗子卡的痰,舰长,32,甜栗zi,23
16,435504285,十浦寸,舰长,21,甜栗zi,22
17,1200120699,青山入梦---,舰长,45,甜栗zi,22
18,1302393099,黃金体験,舰长,2,甜栗zi,22
19,1665463273,兀劫1314,舰长,2,甜栗zi,22
20,2010466294,玖九丨妤云汐,舰长,23,甜栗zi,22
21,63257298,PSGLGDPTSD,舰长,29,甜栗zi,21
22,2040855,fty158,舰长,10,甜栗zi,21
23,488750234,B站的辣个男人,舰长,29,甜栗zi,21
24,26448358,十八咕,舰长,9,甜栗zi,21
