rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,54,甜栗zi,28
2,3546769308781297,道-_-_,舰长,125,甜栗zi,26
3,30560952,账号已注销,舰长,129,甜栗zi,26
4,448508702,DDR-栗所当然,舰长,94,甜栗zi,26
5,1752700457,wawa是蛙蛙,舰长,134,甜栗zi,26
6,7559452,云琅染烟,舰长,79,甜栗zi,25
7,478530000,大那啥转转转,舰长,61,甜栗zi,24
8,175002328,DDR-梨所当然,舰长,78,甜栗zi,24
9,3546892954766152,风吹云散回忆成书,舰长,42,甜栗zi,24
10,3494351216839395,棿铭,舰长,65,甜栗zi,23
11,620489333,-陌小寒-独宠栗子,舰长,52,甜栗zi,23
12,1200120699,青山入梦---,舰长,32,甜栗zi,22
13,3546849203981008,细嗦栗子卡的痰,舰长,19,甜栗zi,22
14,500945816,小雨落生花,舰长,27,甜栗zi,22
15,3546765624084973,CC努力做富婆,舰长,19,甜栗zi,22
16,2010466294,玖九丨妤云汐,舰长,10,甜栗zi,22
17,22364157,七酱lucky_,舰长,27,甜栗zi,22
18,63257298,PSGLGDPTSD,舰长,16,甜栗zi,21
19,92226433,老实憨厚陈十一,舰长,31,甜栗zi,21
20,488750234,B站的辣个男人,舰长,16,甜栗zi,21
21,435504285,十浦寸,舰长,8,甜栗zi,21
