rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,66,甜栗zi,28
2,3546769308781297,道-_-_,舰长,137,甜栗zi,26
3,30560952,账号已注销,舰长,141,甜栗zi,26
4,1951359859,盖好被子好家伙,舰长,10,甜栗zi,26
5,448508702,栗子家的DDR,舰长,106,甜栗zi,26
6,7559452,云琅染烟,舰长,91,甜栗zi,26
7,1752700457,wawa是蛙蛙,舰长,146,甜栗zi,26
8,478530000,大那啥转转转,舰长,73,甜栗zi,25
9,12051525,狗莓呐C,舰长,133,甜栗zi,25
10,3546892954766152,云书已成灰烬,舰长,54,甜栗zi,24
11,175002328,DDR-梨所当然,舰长,90,甜栗zi,24
12,21763284,Gemini-KK,舰长,12,甜栗zi,24
13,620489333,-陌小寒-独宠栗子,舰长,62,甜栗zi,23
14,3494351216839395,棿铭,舰长,77,甜栗zi,23
15,3546849203981008,细嗦栗子卡的痰,舰长,31,甜栗zi,23
16,435504285,十浦寸,舰长,20,甜栗zi,22
17,1200120699,青山入梦---,舰长,44,甜栗zi,22
18,3546765624084973,CC努力做富婆,舰长,31,甜栗zi,22
19,2010466294,玖九丨妤云汐,舰长,22,甜栗zi,22
20,63257298,PSGLGDPTSD,舰长,28,甜栗zi,21
21,2040855,fty158,舰长,9,甜栗zi,21
22,488750234,B站的辣个男人,舰长,28,甜栗zi,21
23,26448358,十八咕,舰长,8,甜栗zi,21
