rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,61,甜栗zi,28
2,3546769308781297,道-_-_,舰长,132,甜栗zi,26
3,30560952,账号已注销,舰长,136,甜栗zi,26
4,448508702,ununddr,舰长,101,甜栗zi,26
5,1752700457,wawa是蛙蛙,舰长,141,甜栗zi,26
6,7559452,云琅染烟,舰长,86,甜栗zi,26
7,1951359859,盖好被子好家伙,舰长,5,甜栗zi,25
8,478530000,大那啥转转转,舰长,68,甜栗zi,25
9,12051525,狗莓呐C,舰长,128,甜栗zi,24
10,3546892954766152,云书无米闭关中,舰长,49,甜栗zi,24
11,175002328,DDR-梨所当然,舰长,85,甜栗zi,24
12,3494351216839395,棿铭,舰长,72,甜栗zi,23
13,3546849203981008,细嗦栗子卡的痰,舰长,26,甜栗zi,23
14,620489333,-陌小寒-独宠栗子,舰长,59,甜栗zi,23
15,1200120699,青山入梦---,舰长,39,甜栗zi,22
16,3546765624084973,CC努力做富婆,舰长,26,甜栗zi,22
17,2010466294,玖九丨妤云汐,舰长,17,甜栗zi,22
18,63257298,PSGLGDPTSD,舰长,23,甜栗zi,21
19,2040855,fty158,舰长,4,甜栗zi,21
20,488750234,B站的辣个男人,舰长,23,甜栗zi,21
21,26448358,十八咕,舰长,3,甜栗zi,21
22,21763284,Gemini-KK,舰长,7,甜栗zi,21
23,435504285,十浦寸,舰长,15,甜栗zi,21
