rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-爱播大笨蛋,舰长,185,甜栗zi,45
2,44140887,-厄童-,舰长,281,甜栗zi,44
3,1951359859,go栗是大王八,舰长,225,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,舰长,306,甜栗zi,38
5,448508702,DDR想过CET-6,舰长,321,甜栗zi,34
6,12051525,go栗莓拿塞,舰长,348,甜栗zi,34
7,478530000,大那啥转转转,舰长,288,甜栗zi,33
8,3546974085188366,陆云书,舰长,145,甜栗zi,30
9,273486679,御风-明月依旧,舰长,34,甜栗zi,29
10,97554931,go栗纯赖,舰长,64,甜栗zi,28
11,314827433,虚掩的门牙,舰长,116,甜栗zi,27
12,18236089,翼凌try,舰长,32,甜栗zi,26
13,3690977564822180,亿盆猪猪,舰长,31,甜栗zi,25
14,1822136154,没用的大学生a,舰长,45,甜栗zi,24
15,3546850703444000,怎么有人过年都不休息,舰长,18,甜栗zi,21
