rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-爱播大笨蛋,提督,194,甜栗zi,46
2,44140887,-厄童-,舰长,290,甜栗zi,44
3,1951359859,go栗是大王八,舰长,234,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,舰长,315,甜栗zi,38
5,448508702,DDR想过CET-6,舰长,330,甜栗zi,34
6,12051525,go栗莓拿塞,舰长,357,甜栗zi,34
7,478530000,大那啥转转转,舰长,297,甜栗zi,33
8,3546392698030143,冰冷小白白,舰长,92,甜栗zi,32
9,273486679,御风-明月依旧,舰长,43,甜栗zi,30
10,3546849203981008,细嗦栗子卡的痰,舰长,249,甜栗zi,29
11,97554931,桃枝___,舰长,73,甜栗zi,29
12,314827433,虚掩的门牙,舰长,125,甜栗zi,28
13,18236089,翼凌try,舰长,41,甜栗zi,26
14,3690977564822180,亿盆猪猪,舰长,40,甜栗zi,25
15,500945816,非正式调查1,舰长,40,甜栗zi,25
16,1822136154,没用的大学生a,舰长,54,甜栗zi,24
17,3546820795960171,饭田马丽娜-无语中,舰长,6,甜栗zi,22
18,3546850703444000,张土豆的小肚兜,舰长,27,甜栗zi,21
