rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,舰长,178,甜栗zi,45
2,44140887,-厄童-,舰长,274,甜栗zi,44
3,1951359859,猪栗盖被,舰长,218,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,舰长,299,甜栗zi,38
5,448508702,DDR想过CET-6,舰长,314,甜栗zi,34
6,12051525,go栗莓拿塞,舰长,341,甜栗zi,34
7,478530000,大那啥转转转,舰长,281,甜栗zi,33
8,3546974085188366,陆云书,舰长,138,甜栗zi,30
9,63257298,PSGLGDPTSD,舰长,179,甜栗zi,28
10,3546849203981008,细嗦栗子卡的痰,舰长,239,甜栗zi,28
11,97554931,go栗纯赖,舰长,57,甜栗zi,28
12,314827433,虚掩的门牙,舰长,109,甜栗zi,27
13,347099852,枯风懿,舰长,27,甜栗zi,24
14,1822136154,没用的大学生a,舰长,38,甜栗zi,24
15,3690977564822180,亿盆猪猪,舰长,24,甜栗zi,24
16,3546850703444000,就爱关注小乃主播,舰长,11,甜栗zi,21
17,628525691,麟角凤毛_,舰长,25,甜栗zi,21
18,386925182,tiantian123000,舰长,25,甜栗zi,21
19,375990890,whimco,舰长,25,甜栗zi,21
20,3546915822111242,志有各人-,舰长,25,甜栗zi,21
21,11840220,Enjoy-banality,舰长,25,甜栗zi,21
