rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-爱播大笨蛋,舰长,182,甜栗zi,45
2,44140887,-厄童-,舰长,278,甜栗zi,44
3,1951359859,go栗是大王八,舰长,222,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,舰长,303,甜栗zi,38
5,448508702,DDR想过CET-6,舰长,318,甜栗zi,34
6,12051525,go栗莓拿塞,舰长,345,甜栗zi,34
7,478530000,大那啥转转转,舰长,285,甜栗zi,33
8,3546974085188366,陆云书,舰长,142,甜栗zi,30
9,97554931,go栗纯赖,舰长,61,甜栗zi,28
10,314827433,虚掩的门牙,舰长,113,甜栗zi,27
11,3690977564822180,亿盆猪猪,舰长,28,甜栗zi,25
12,347099852,枯风懿,舰长,31,甜栗zi,24
13,1822136154,没用的大学生a,舰长,42,甜栗zi,24
14,3546850703444000,心心尊嘟很臭屁,舰长,15,甜栗zi,21
15,628525691,麟角凤毛_,舰长,29,甜栗zi,21
16,386925182,tiantian123000,舰长,29,甜栗zi,21
17,375990890,whimco,舰长,29,甜栗zi,21
18,3546915822111242,志有各人-,舰长,29,甜栗zi,21
19,11840220,Enjoy-banality,舰长,29,甜栗zi,21
