rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-爱播大笨蛋,舰长,297,甜栗zi,49
2,44140887,-厄童-,舰长,393,甜栗zi,44
3,1951359859,猪栗盖被,舰长,336,甜栗zi,43
4,7559452,云琅染烟-粑粑大王,舰长,418,甜栗zi,38
5,3546737740352336,zero-爱播的嫡长小狗,舰长,125,甜栗zi,35
6,12051525,go栗莓拿塞,舰长,460,甜栗zi,35
7,448508702,DDR想过CET-6,舰长,433,甜栗zi,35
8,478530000,大那啥转转转,舰长,400,甜栗zi,35
9,3690977564822180,亿盆猪猪,舰长,143,甜栗zi,34
10,97554931,桃枝___,舰长,176,甜栗zi,33
11,3546974085188366,御风-落花雨,舰长,178,甜栗zi,31
12,1752700457,蛙蛙有点小迷糊,舰长,270,甜栗zi,31
13,108150270,唐棠-Mona,舰长,142,甜栗zi,31
14,3546849203981008,go栗拉粑通畅,舰长,352,甜栗zi,31
15,3461574368955256,栗子姐姐的汪汪小奶龙,舰长,70,甜栗zi,30
16,63257298,PSGLGDPTSD,舰长,240,甜栗zi,30
17,500761656,---人间惊鸿客---,舰长,48,甜栗zi,27
18,524236085,夏弥oL,舰长,56,甜栗zi,24
19,71135718,江源源lith,舰长,29,甜栗zi,21
