rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,舰长,150,甜栗zi,44
2,44140887,-厄童-,舰长,246,甜栗zi,44
3,1951359859,小猪盖呗,舰长,190,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,舰长,271,甜栗zi,38
5,21763284,Gemini-KK,舰长,107,甜栗zi,35
6,448508702,DDR想过CET-6,舰长,286,甜栗zi,34
7,12051525,狗莓呐腮,舰长,313,甜栗zi,33
8,478530000,大那啥转转转,舰长,253,甜栗zi,33
9,3546859666672207,就算不是不咋啊,舰长,95,甜栗zi,30
10,3546974085188366,陆云书,舰长,110,甜栗zi,30
11,3546849203981008,细嗦栗子卡的痰,舰长,211,甜栗zi,28
12,314827433,虚掩的门牙,舰长,81,甜栗zi,26
13,435504285,十浦寸,舰长,105,甜栗zi,26
14,97554931,滚边拉去_,舰长,29,甜栗zi,26
15,103066396,账号已注销,舰长,60,甜栗zi,25
16,1822136154,没用的大学生a,舰长,10,甜栗zi,21
17,32492246,奇迹白泽,舰长,20,甜栗zi,21
18,3690995598232493,若尘心-D橘子的小狗,舰长,12,甜栗zi,21
19,3690985433336019,很抗揍232,舰长,12,甜栗zi,21
20,3546937844304555,笑笑不说话hhh,舰长,12,甜栗zi,21
