rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,舰长,143,甜栗zi,44
2,44140887,-厄童-,舰长,239,甜栗zi,44
3,1951359859,小猪盖呗,舰长,183,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,舰长,264,甜栗zi,38
5,21763284,Gemini-KK,舰长,100,甜栗zi,35
6,448508702,DDR想过CET-6,舰长,279,甜栗zi,34
7,12051525,狗莓呐腮,舰长,306,甜栗zi,33
8,478530000,大那啥转转转,舰长,246,甜栗zi,33
9,3546974085188366,陆云书,舰长,103,甜栗zi,30
10,36625512,千面咸鱼,舰长,57,甜栗zi,29
11,63257298,PSGLGDPTSD,舰长,145,甜栗zi,28
12,3546849203981008,细嗦栗子卡的痰,舰长,204,甜栗zi,28
13,314827433,虚掩的门牙,舰长,74,甜栗zi,26
14,435504285,十浦寸,舰长,98,甜栗zi,26
15,103066396,冰冷的五点,舰长,53,甜栗zi,25
16,97554931,滚边拉去_,舰长,22,甜栗zi,24
17,384255058,乍见秋风起,舰长,60,甜栗zi,23
18,1822136154,没用的大学生a,舰长,3,甜栗zi,21
19,32492246,奇迹白泽,舰长,13,甜栗zi,21
20,401106377,薛定谔的小颖,舰长,29,甜栗zi,21
21,3690995598232493,若尘心-D橘子的小狗,舰长,5,甜栗zi,21
22,3690985433336019,很抗揍232,舰长,5,甜栗zi,21
23,3690973984983897,阿胖哦的相好,舰长,29,甜栗zi,21
24,3690973984983339,小明格丶,舰长,29,甜栗zi,21
25,3690973984983168,是小阿胖呢,舰长,29,甜栗zi,21
26,3632319504058772,橙子丶oe,舰长,29,甜栗zi,21
27,3546937844304555,笑笑不说话hhh,舰长,5,甜栗zi,21
28,3546562043054921,清清闲闲哆欢乐,舰长,29,甜栗zi,21
