rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,舰长,153,甜栗zi,44
2,44140887,-厄童-,舰长,249,甜栗zi,44
3,1951359859,小猪盖呗,舰长,193,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,舰长,274,甜栗zi,38
5,21763284,Gemini-KK,舰长,110,甜栗zi,35
6,448508702,DDR想过CET-6,舰长,289,甜栗zi,34
7,12051525,狗莓呐腮,舰长,316,甜栗zi,34
8,478530000,大那啥转转转,舰长,256,甜栗zi,33
9,3546859666672207,就算不是不咋啊,舰长,98,甜栗zi,30
10,3546974085188366,陆云书,舰长,113,甜栗zi,30
11,63257298,PSGLGDPTSD,舰长,154,甜栗zi,28
12,3546849203981008,细嗦栗子卡的痰,舰长,214,甜栗zi,28
13,97554931,栗子大王八,舰长,32,甜栗zi,27
14,314827433,虚掩的门牙,舰长,84,甜栗zi,26
15,435504285,十浦寸,舰长,108,甜栗zi,26
16,347099852,枯风懿,舰长,2,甜栗zi,24
17,1822136154,没用的大学生a,舰长,13,甜栗zi,23
18,32492246,奇迹白泽,舰长,23,甜栗zi,21
19,3690995598232493,若尘心-D橘子的小狗,舰长,15,甜栗zi,21
20,3690985433336019,很抗揍232,舰长,15,甜栗zi,21
21,3546937844304555,笑笑不说话hhh,舰长,15,甜栗zi,21
