rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,235,甜栗zi,44
2,1951359859,小猪盖呗,提督,179,甜栗zi,42
3,7559452,云琅染烟-粑粑大王,提督,260,甜栗zi,38
4,3546392698030143,冰冷小白白,提督,91,甜栗zi,32
5,1316734497,Y-bluezero-有爱播别薅,舰长,139,甜栗zi,44
6,448508702,DDR想过CET-6,舰长,275,甜栗zi,34
7,12051525,狗莓呐腮,舰长,302,甜栗zi,33
8,478530000,大那啥转转转,舰长,242,甜栗zi,33
9,3546974085188366,陆云书,舰长,99,甜栗zi,30
10,36625512,千面咸鱼,舰长,53,甜栗zi,29
11,63257298,PSGLGDPTSD,舰长,141,甜栗zi,28
12,3546849203981008,细嗦栗子卡的痰,舰长,200,甜栗zi,28
13,314827433,虚掩的门牙,舰长,70,甜栗zi,26
14,435504285,十浦寸,舰长,94,甜栗zi,26
15,103066396,冰冷的五点,舰长,49,甜栗zi,25
16,97554931,桃枝___,舰长,18,甜栗zi,24
17,384255058,乍见秋风起,舰长,56,甜栗zi,23
18,32492246,奇迹白泽,舰长,9,甜栗zi,21
19,401106377,薛定谔的小颖,舰长,25,甜栗zi,21
20,3690973984983897,阿胖哦的相好,舰长,25,甜栗zi,21
21,3690973984983339,小明格丶,舰长,25,甜栗zi,21
22,3690973984983168,是小阿胖呢,舰长,25,甜栗zi,21
23,3632319504058772,橙子丶oe,舰长,25,甜栗zi,21
24,3546562043054921,清清闲闲哆欢乐,舰长,25,甜栗zi,21
