rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,舰长,166,甜栗zi,44
2,44140887,-厄童-,舰长,262,甜栗zi,44
3,1951359859,猪栗盖被,舰长,206,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,舰长,287,甜栗zi,38
5,21763284,Gemini-KK,舰长,123,甜栗zi,35
6,448508702,DDR想过CET-6,舰长,302,甜栗zi,34
7,12051525,go栗莓拿塞,舰长,329,甜栗zi,34
8,478530000,大那啥转转转,舰长,269,甜栗zi,33
9,3546859666672207,就算不是不咋啊,舰长,111,甜栗zi,30
10,3546974085188366,陆云书,舰长,126,甜栗zi,30
11,63257298,PSGLGDPTSD,舰长,167,甜栗zi,28
12,3546849203981008,细嗦栗子卡的痰,舰长,227,甜栗zi,28
13,97554931,盐焗栗子大王八,舰长,45,甜栗zi,27
14,314827433,虚掩的门牙,舰长,97,甜栗zi,27
15,435504285,十浦寸,舰长,121,甜栗zi,26
16,347099852,枯风懿,舰长,15,甜栗zi,24
17,1822136154,没用的大学生a,舰长,26,甜栗zi,24
18,3690977564822180,亿盆猪猪,舰长,12,甜栗zi,22
19,628525691,麟角凤毛_,舰长,13,甜栗zi,21
20,386925182,tiantian123000,舰长,13,甜栗zi,21
21,375990890,whimco,舰长,13,甜栗zi,21
22,3690995598232493,若尘心-D橘子的小狗,舰长,28,甜栗zi,21
23,3690985433336019,很抗揍232,舰长,28,甜栗zi,21
24,3546937844304555,笑笑不说话hhh,舰长,28,甜栗zi,21
25,3546915822111242,志有各人-,舰长,13,甜栗zi,21
26,11840220,Enjoy-Banality,舰长,13,甜栗zi,21
