rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero爱播天下第一,舰长,141,甜栗zi,44
2,44140887,-厄童-,舰长,237,甜栗zi,44
3,1951359859,小猪盖呗,舰长,181,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,舰长,262,甜栗zi,38
5,21763284,Gemini-KK,舰长,98,甜栗zi,35
6,448508702,DDR想过CET-6,舰长,277,甜栗zi,34
7,12051525,狗莓呐腮,舰长,304,甜栗zi,33
8,478530000,大那啥转转转,舰长,244,甜栗zi,33
9,3546974085188366,陆云书,舰长,101,甜栗zi,30
10,36625512,千面咸鱼,舰长,55,甜栗zi,29
11,63257298,PSGLGDPTSD,舰长,143,甜栗zi,28
12,3546849203981008,细嗦栗子卡的痰,舰长,202,甜栗zi,28
13,314827433,虚掩的门牙,舰长,72,甜栗zi,26
14,435504285,十浦寸,舰长,96,甜栗zi,26
15,103066396,冰冷的五点,舰长,51,甜栗zi,25
16,97554931,TD____________,舰长,20,甜栗zi,24
17,384255058,乍见秋风起,舰长,58,甜栗zi,23
18,32492246,奇迹白泽,舰长,11,甜栗zi,21
19,401106377,薛定谔的小颖,舰长,27,甜栗zi,21
20,3690995598232493,若尘心-D橘子的小狗,舰长,3,甜栗zi,21
21,3690985433336019,很抗揍232,舰长,3,甜栗zi,21
22,3690973984983897,阿胖哦的相好,舰长,27,甜栗zi,21
23,3690973984983339,小明格丶,舰长,27,甜栗zi,21
24,3690973984983168,是小阿胖呢,舰长,27,甜栗zi,21
25,3632319504058772,橙子丶oe,舰长,27,甜栗zi,21
26,3546937844304555,笑笑不说话hhh,舰长,3,甜栗zi,21
27,3546562043054921,清清闲闲哆欢乐,舰长,27,甜栗zi,21
