rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,舰长,148,甜栗zi,44
2,44140887,-厄童-,舰长,244,甜栗zi,44
3,1951359859,小猪盖呗,舰长,188,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,舰长,269,甜栗zi,38
5,21763284,Gemini-KK,舰长,105,甜栗zi,35
6,448508702,DDR想过CET-6,舰长,284,甜栗zi,34
7,12051525,狗莓呐腮,舰长,311,甜栗zi,33
8,478530000,大那啥转转转,舰长,251,甜栗zi,33
9,3546859666672207,就算不是不咋啊,舰长,93,甜栗zi,30
10,3546974085188366,陆云书,舰长,108,甜栗zi,30
11,63257298,PSGLGDPTSD,舰长,150,甜栗zi,28
12,3546849203981008,细嗦栗子卡的痰,舰长,209,甜栗zi,28
13,314827433,虚掩的门牙,舰长,79,甜栗zi,26
14,435504285,十浦寸,舰长,103,甜栗zi,26
15,97554931,滚边拉去_,舰长,27,甜栗zi,25
16,103066396,冰冷的五点,舰长,58,甜栗zi,25
17,1822136154,没用的大学生a,舰长,8,甜栗zi,21
18,32492246,奇迹白泽,舰长,18,甜栗zi,21
19,3690995598232493,若尘心-D橘子的小狗,舰长,10,甜栗zi,21
20,3690985433336019,很抗揍232,舰长,10,甜栗zi,21
21,3546937844304555,笑笑不说话hhh,舰长,10,甜栗zi,21
