rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,138,甜栗zi,42
2,1316734497,Y-bluezero-大猛一戒氪,提督,42,甜栗zi,38
3,1951359859,盖好被子好家伙,舰长,82,甜栗zi,36
4,21763284,Matthew_kk,舰长,84,甜栗zi,35
5,7559452,云琅染烟-粑粑大王,舰长,163,甜栗zi,35
6,3546801326000622,阿颖不乖,舰长,30,甜栗zi,34
7,448508702,DDR-lizi,舰长,178,甜栗zi,33
8,478530000,大那啥转转转,舰长,145,甜栗zi,31
9,12051525,狗莓呐腮,舰长,205,甜栗zi,30
10,3546892954766152,账号已注销,舰长,126,甜栗zi,29
11,3546859666672207,VVCjfc,舰长,4,甜栗zi,29
12,3546392698030143,冰冷小白白,舰长,4,甜栗zi,27
13,2010466294,玖九丨黎雾汐,舰长,63,甜栗zi,26
14,3546849203981008,细嗦栗子卡的痰,舰长,103,甜栗zi,25
15,108150270,-多多西米-,舰长,72,甜栗zi,24
16,1497874693,AAA猪肉批发田总,舰长,23,甜栗zi,24
17,63257298,PSGLGDPTSD,舰长,54,甜栗zi,23
18,18236089,翼凌try,舰长,18,甜栗zi,22
19,3546968213162374,账号已注销,舰长,27,甜栗zi,22
20,3546974085188366,陆云书,舰长,2,甜栗zi,22
21,2094200,八十呱,舰长,30,甜栗zi,21
