rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,115,甜栗zi,29
2,1316734497,Y-bluezero-戒氪ing,提督,19,甜栗zi,27
3,21763284,Matthew_kk,舰长,61,甜栗zi,27
4,1951359859,盖好被子好家伙,舰长,59,甜栗zi,27
5,7559452,云琅染烟-粑粑大王,舰长,140,甜栗zi,26
6,448508702,栗子家的DDR,舰长,155,甜栗zi,26
7,3546769308781297,道-_-_,舰长,168,甜栗zi,26
8,30560952,账号已注销,舰长,190,甜栗zi,26
9,478530000,大那啥转转转,舰长,122,甜栗zi,25
10,3546892954766152,账号已注销,舰长,103,甜栗zi,25
11,12051525,狗莓呐腮,舰长,182,甜栗zi,25
12,620489333,-陌小寒-,舰长,111,甜栗zi,24
13,3546849203981008,细嗦栗子卡的痰,舰长,80,甜栗zi,23
14,488750234,B站的辣个男人,舰长,72,甜栗zi,23
15,435504285,十浦寸,舰长,69,甜栗zi,23
16,108150270,糖唐棠棠堂,舰长,49,甜栗zi,23
17,2010466294,玖九丨妤云汐,舰长,40,甜栗zi,23
18,1952695535,不寻常的小狼狗,舰长,39,甜栗zi,22
19,3546801326000622,小亿不高冷,舰长,7,甜栗zi,22
20,3546968213162374,云书的小船,舰长,4,甜栗zi,22
21,2094200,八十呱,舰长,7,甜栗zi,21
22,500044487,耐克爷爷家养的猪,舰长,17,甜栗zi,21
23,44101213,使一颗心兔于破碎,舰长,17,甜栗zi,21
24,3546960587917333,是六出雪,舰长,17,甜栗zi,21
25,3546667567549110,来瓶82年的可乐_,舰长,17,甜栗zi,21
26,1869320930,旧欢如梦绝音,舰长,17,甜栗zi,21
27,1423689037,喜欢喝水开,舰长,17,甜栗zi,21
28,11616614,對對對對對QwQ,舰长,17,甜栗zi,21
29,10880619,苏米星野,舰长,17,甜栗zi,21
