rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,131,甜栗zi,42
2,1316734497,Y-bluezero-戒氪ing,提督,35,甜栗zi,35
3,21763284,Matthew_kk,舰长,0,甜栗zi,35
4,1951359859,盖好被子好家伙,舰长,0,甜栗zi,35
5,7559452,云琅染烟-粑粑大王,舰长,156,甜栗zi,34
6,3546801326000622,陆思砚,舰长,23,甜栗zi,33
7,448508702,DDR-lizi,舰长,171,甜栗zi,33
8,30560952,账号已注销,舰长,206,甜栗zi,32
9,478530000,举个-粟子-小忆宠爱版,舰长,138,甜栗zi,30
10,12051525,狗莓呐腮,舰长,198,甜栗zi,30
11,3546892954766152,账号已注销,舰长,119,甜栗zi,29
12,2010466294,玖九丨黎雾汐,舰长,56,甜栗zi,25
13,3546849203981008,细嗦栗子卡的痰,舰长,96,甜栗zi,25
14,435504285,十浦寸,舰长,85,甜栗zi,25
15,108150270,-多多西米-,舰长,65,甜栗zi,24
16,488750234,B站的辣个男人,舰长,88,甜栗zi,24
17,1497874693,AAA猪肉批发田总,舰长,16,甜栗zi,24
18,1952695535,不寻常的小狼狗,舰长,55,甜栗zi,23
19,63257298,PSGLGDPTSD,舰长,47,甜栗zi,23
20,3546968213162374,账号已注销,舰长,20,甜栗zi,22
21,18236089,翼凌try,舰长,11,甜栗zi,22
22,2094200,八十呱,舰长,23,甜栗zi,21
