rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,132,甜栗zi,42
2,1316734497,Y-bluezero-戒氪ing,提督,36,甜栗zi,36
3,1951359859,盖好被子好家伙,舰长,76,甜栗zi,35
4,21763284,Matthew_kk,舰长,78,甜栗zi,35
5,3546801326000622,陆思砚,舰长,24,甜栗zi,34
6,7559452,云琅染烟-粑粑大王,舰长,157,甜栗zi,34
7,448508702,DDR-lizi,舰长,172,甜栗zi,33
8,30560952,账号已注销,舰长,207,甜栗zi,32
9,478530000,大那啥转转转,舰长,139,甜栗zi,30
10,12051525,狗莓呐腮,舰长,199,甜栗zi,30
11,3546892954766152,账号已注销,舰长,120,甜栗zi,29
12,2010466294,玖九丨黎雾汐,舰长,57,甜栗zi,26
13,3546849203981008,细嗦栗子卡的痰,舰长,97,甜栗zi,25
14,435504285,十浦寸,舰长,86,甜栗zi,25
15,108150270,-多多西米-,舰长,66,甜栗zi,24
16,488750234,B站的辣个男人,舰长,89,甜栗zi,24
17,1497874693,AAA猪肉批发田总,舰长,17,甜栗zi,24
18,1952695535,不寻常的小狼狗,舰长,56,甜栗zi,23
19,63257298,PSGLGDPTSD,舰长,48,甜栗zi,23
20,3546968213162374,账号已注销,舰长,21,甜栗zi,22
21,18236089,翼凌try,舰长,12,甜栗zi,22
22,2094200,八十呱,舰长,24,甜栗zi,21
