rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,130,甜栗zi,42
2,1316734497,Y-bluezero-戒氪ing,提督,34,甜栗zi,35
3,21763284,Matthew_kk,舰长,76,甜栗zi,35
4,1951359859,盖好被子好家伙,舰长,74,甜栗zi,35
5,7559452,云琅染烟-粑粑大王,舰长,155,甜栗zi,34
6,448508702,DDR-lizi,舰长,170,甜栗zi,33
7,3546769308781297,道-_-_,舰长,183,甜栗zi,33
8,3546801326000622,陆思砚,舰长,22,甜栗zi,33
9,30560952,账号已注销,舰长,205,甜栗zi,32
10,478530000,大那啥转转转,舰长,137,甜栗zi,30
11,12051525,狗莓呐腮,舰长,197,甜栗zi,30
12,3546892954766152,账号已注销,舰长,118,甜栗zi,29
13,2010466294,玖九丨妤云汐,舰长,55,甜栗zi,25
14,3546849203981008,细嗦栗子卡的痰,舰长,95,甜栗zi,25
15,435504285,十浦寸,舰长,84,甜栗zi,25
16,108150270,-多多西米-,舰长,64,甜栗zi,24
17,488750234,B站的辣个男人,舰长,87,甜栗zi,24
18,1497874693,AAA猪肉批发田总,舰长,15,甜栗zi,24
19,1952695535,不寻常的小狼狗,舰长,54,甜栗zi,23
20,63257298,PSGLGDPTSD,舰长,46,甜栗zi,23
21,3546968213162374,账号已注销,舰长,19,甜栗zi,22
22,18236089,翼凌try,舰长,10,甜栗zi,22
23,2094200,八十呱,舰长,22,甜栗zi,21
