rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-9月必戒氪,提督,373,甜栗zi,50
2,1191459198,壹声壹栗,提督,3,甜栗zi,30
3,44140887,-厄童-,舰长,469,甜栗zi,44
4,1951359859,猪栗盖被,舰长,412,甜栗zi,43
5,7559452,云琅染烟-粑粑大王,舰长,494,甜栗zi,38
6,3546737740352336,zero-爱播的嫡长小狗,舰长,201,甜栗zi,36
7,12051525,go栗莓拿塞,舰长,536,甜栗zi,35
8,266729102,早晚把破盒子炸了,舰长,9,甜栗zi,35
9,478530000,大那啥转转转,舰长,476,甜栗zi,35
10,97554931,电池只给go栗,舰长,252,甜栗zi,35
11,448508702,ununddr,舰长,509,甜栗zi,35
12,3690977564822180,亿盆猪猪,舰长,219,甜栗zi,34
13,3461574368955256,栗子的小奶龙-穷鬼版,舰长,146,甜栗zi,34
14,13131692,打死不吃猫粮的汪,舰长,20,甜栗zi,33
15,1752700457,蛙蛙有点小迷糊,舰长,346,甜栗zi,33
16,3546974085188366,御风-逆飞的流星,舰长,254,甜栗zi,33
17,13572023,木瀚,舰长,29,甜栗zi,26
18,616520070,野牛不牛,舰长,39,甜栗zi,26
19,1354494125,百香果-单推栗子,舰长,31,甜栗zi,25
20,354085049,PINK系イケメン,舰长,68,甜栗zi,25
21,12768058,小破站_er斤呆呆,舰长,6,甜栗zi,25
22,247108378,太秀了_,舰长,14,甜栗zi,21
23,2028510271,Caritatem,舰长,28,甜栗zi,21
