rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-封米锁票,提督,371,甜栗zi,50
2,1191459198,go中取栗,提督,1,甜栗zi,30
3,44140887,-厄童-,舰长,467,甜栗zi,44
4,1951359859,猪栗盖被,舰长,410,甜栗zi,43
5,7559452,云琅染烟-粑粑大王,舰长,492,甜栗zi,38
6,3546737740352336,zero-爱播的嫡长小狗,舰长,199,甜栗zi,36
7,12051525,go栗莓拿塞,舰长,534,甜栗zi,35
8,266729102,早晚把破盒子炸了,舰长,7,甜栗zi,35
9,478530000,大那啥转转转,舰长,474,甜栗zi,35
10,97554931,分b不掏,舰长,250,甜栗zi,35
11,448508702,ununddr,舰长,507,甜栗zi,35
12,3690977564822180,亿盆猪猪,舰长,217,甜栗zi,34
13,3461574368955256,栗子的小奶龙-穷鬼版,舰长,144,甜栗zi,34
14,13131692,打死不吃猫粮的汪,舰长,18,甜栗zi,33
15,1752700457,蛙蛙有点小迷糊,舰长,344,甜栗zi,33
16,3546974085188366,御风-逆飞的流星,舰长,252,甜栗zi,33
17,13572023,木瀚,舰长,27,甜栗zi,26
18,1354494125,迪迦奥特快_,舰长,29,甜栗zi,25
19,616520070,野牛不牛,舰长,37,甜栗zi,25
20,354085049,PINK系イケメン,舰长,66,甜栗zi,25
21,12768058,小破站_er斤呆呆,舰长,4,甜栗zi,24
22,247108378,太秀了_,舰长,12,甜栗zi,21
23,2028510271,Caritatem,舰长,26,甜栗zi,21
