rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,提督,73,甜栗zi,41
2,44140887,-厄童-,舰长,169,甜栗zi,43
3,1951359859,盖好被子好家伙,舰长,113,甜栗zi,39
4,7559452,云琅染烟-粑粑大王,舰长,194,甜栗zi,35
5,3546801326000622,阿颖不乖,舰长,61,甜栗zi,34
6,448508702,DDR-坐会就走,舰长,209,甜栗zi,34
7,12051525,狗莓呐腮,舰长,236,甜栗zi,32
8,478530000,大那啥转转转,舰长,176,甜栗zi,32
9,3546974085188366,陆云书,舰长,33,甜栗zi,30
10,3546859666672207,v多喝点酒阿巴,舰长,35,甜栗zi,30
11,3546892954766152,账号已注销,舰长,157,甜栗zi,29
12,397576075,秋宝-心软的神,舰长,7,甜栗zi,29
13,2010466294,玖九丨黎雾汐m,舰长,94,甜栗zi,28
14,3546392698030143,冰冷小白白,舰长,35,甜栗zi,28
15,488750234,B站的辣个男人,舰长,98,甜栗zi,28
16,3546849203981008,细嗦栗子卡的痰,舰长,134,甜栗zi,26
17,63257298,PSGLGDPTSD,舰长,81,甜栗zi,24
18,3546702061505344,我我我我叫甜茶,舰长,59,甜栗zi,24
19,3546737740352336,zero-单推go栗子,舰长,14,甜栗zi,23
20,2094200,八十呱,舰长,61,甜栗zi,23
21,14220595,今天不想加油猫,舰长,14,甜栗zi,22
22,314827433,虚掩的门牙,舰长,4,甜栗zi,22
23,670677253,小冬枝-摩托车唱见,舰长,4,甜栗zi,22
24,1884177625,没人要的小go同学,舰长,14,甜栗zi,21
25,3632301483231719,hopelessd,舰长,22,甜栗zi,21
26,3632301479037345,公爵尤里斯齐,舰长,22,甜栗zi,21
27,3632301380470785,嫣嫣Asian,舰长,22,甜栗zi,21
28,3546983182633245,雨晴zarya,舰长,22,甜栗zi,21
29,3546982652054270,zero狂野女猎手,舰长,22,甜栗zi,21
30,3546982597527661,金秋硕果飘香,舰长,22,甜栗zi,21
