rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,提督,65,甜栗zi,41
2,44140887,-厄童-,舰长,161,甜栗zi,43
3,1951359859,盖好被子好家伙,舰长,105,甜栗zi,38
4,7559452,云琅染烟-粑粑大王,舰长,186,甜栗zi,35
5,3546801326000622,阿颖不乖,舰长,53,甜栗zi,34
6,448508702,DDR-坐会就走,舰长,201,甜栗zi,34
7,478530000,大那啥转转转,舰长,168,甜栗zi,31
8,12051525,狗莓呐腮,舰长,228,甜栗zi,31
9,3546859666672207,v多喝点酒阿巴,舰长,27,甜栗zi,30
10,3546892954766152,账号已注销,舰长,149,甜栗zi,29
11,2010466294,玖九丨黎雾汐,舰长,86,甜栗zi,28
12,3546392698030143,冰冷小白白,舰长,27,甜栗zi,28
13,3546849203981008,细嗦栗子卡的痰,舰长,126,甜栗zi,26
14,3546974085188366,陆云书,舰长,25,甜栗zi,25
15,63257298,PSGLGDPTSD,舰长,73,甜栗zi,24
16,3546702061505344,我我我我叫甜茶,舰长,51,甜栗zi,24
17,2094200,八十呱,舰长,53,甜栗zi,23
18,14220595,今天不想加油猫,舰长,6,甜栗zi,22
19,3546737740352336,zero-单推go栗子,舰长,6,甜栗zi,22
20,1884177625,举个-栗子芽-被被宠着,舰长,6,甜栗zi,21
21,3632301483231719,hopelessd,舰长,14,甜栗zi,21
22,3632301479037345,公爵尤里斯齐,舰长,14,甜栗zi,21
23,3632301380470785,嫣嫣Asian,舰长,14,甜栗zi,21
24,3546983182633245,雨晴zarya,舰长,14,甜栗zi,21
25,3546982652054270,zero狂野女猎手,舰长,14,甜栗zi,21
26,3546982597527661,金秋硕果飘香,舰长,14,甜栗zi,21
