rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-爱播大笨蛋,舰长,335,甜栗zi,49
2,44140887,-厄童-,舰长,431,甜栗zi,44
3,1951359859,猪栗盖被,舰长,374,甜栗zi,43
4,7559452,云琅染烟-粑粑大王,舰长,456,甜栗zi,38
5,3546737740352336,zero-爱播的嫡长小狗,舰长,163,甜栗zi,35
6,12051525,go栗莓拿塞,舰长,498,甜栗zi,35
7,478530000,大那啥转转转,舰长,438,甜栗zi,35
8,448508702,ununddr,舰长,471,甜栗zi,35
9,97554931,桃枝___,舰长,214,甜栗zi,34
10,3690977564822180,亿盆猪猪,舰长,181,甜栗zi,34
11,3461574368955256,栗子的小奶龙-穷鬼版,舰长,108,甜栗zi,33
12,3546974085188366,御风-修生养息,舰长,216,甜栗zi,32
13,1752700457,蛙蛙有点小迷糊,舰长,308,甜栗zi,32
14,3546849203981008,沙-漠_孤-狼,舰长,390,甜栗zi,31
15,500761656,人间惊鸿客CA,舰长,86,甜栗zi,27
16,471493795,往路若尘,舰长,31,甜栗zi,24
17,354085049,PINK系イケメン,舰长,30,甜栗zi,21
