rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,提督,123,甜栗zi,44
2,44140887,-厄童-,提督,219,甜栗zi,43
3,1951359859,盖好被子好家伙,提督,163,甜栗zi,41
4,7559452,云琅染烟-粑粑大王,提督,244,甜栗zi,38
5,3546392698030143,冰冷小白白,提督,75,甜栗zi,32
6,448508702,DDR想过CET-6,舰长,259,甜栗zi,34
7,12051525,狗莓呐腮,舰长,286,甜栗zi,33
8,478530000,大那啥转转转,舰长,226,甜栗zi,33
9,488750234,B站的辣个男人,舰长,148,甜栗zi,31
10,3546974085188366,陆云书,舰长,83,甜栗zi,30
11,3546859666672207,就算不是不咋啊,舰长,85,甜栗zi,30
12,36625512,千面咸鱼,舰长,37,甜栗zi,29
13,397576075,秋宝-心软的神,舰长,57,甜栗zi,29
14,2010466294,玖九丨黎雾汐m,舰长,144,甜栗zi,28
15,63257298,PSGLGDPTSD,舰长,125,甜栗zi,28
16,3546849203981008,细嗦栗子卡的痰,舰长,184,甜栗zi,28
17,108150270,唐棠-mona,舰长,107,甜栗zi,26
18,1497874693,账号已注销,舰长,61,甜栗zi,26
19,314827433,虚掩的门牙,舰长,54,甜栗zi,25
20,3546737740352336,zero-单推go栗子,舰长,53,甜栗zi,25
21,103066396,冰冷的五点,舰长,33,甜栗zi,25
22,670677253,小冬枝-加油猫冠,舰长,53,甜栗zi,24
23,629709144,黄璟瑜,舰长,48,甜栗zi,24
24,384255058,乍见秋风起,舰长,40,甜栗zi,23
25,97554931,桃枝___,舰长,2,甜栗zi,22
26,401106377,薛定谔的小颖,舰长,9,甜栗zi,21
27,3690973984983897,阿胖哦的相好,舰长,9,甜栗zi,21
28,3690973984983339,小明格丶,舰长,9,甜栗zi,21
29,3690973984983168,是小阿胖呢,舰长,9,甜栗zi,21
30,3632319504058772,橙子丶oe,舰长,9,甜栗zi,21
31,3546562043054921,清清闲闲哆欢乐,舰长,9,甜栗zi,21
