rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,提督,128,甜栗zi,44
2,44140887,-厄童-,提督,224,甜栗zi,43
3,1951359859,盖好被子好家伙,提督,168,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,提督,249,甜栗zi,38
5,3546392698030143,冰冷小白白,提督,80,甜栗zi,32
6,448508702,DDR想过CET-6,舰长,264,甜栗zi,34
7,12051525,狗莓呐腮,舰长,291,甜栗zi,33
8,478530000,大那啥转转转,舰长,231,甜栗zi,33
9,3546974085188366,陆云书,舰长,88,甜栗zi,30
10,3546859666672207,就算不是不咋啊,舰长,90,甜栗zi,30
11,36625512,千面咸鱼,舰长,42,甜栗zi,29
12,2010466294,玖九丨黎雾汐m,舰长,149,甜栗zi,28
13,63257298,PSGLGDPTSD,舰长,130,甜栗zi,28
14,3546849203981008,细嗦栗子卡的痰,舰长,189,甜栗zi,28
15,108150270,唐棠-mona,舰长,112,甜栗zi,26
16,314827433,虚掩的门牙,舰长,59,甜栗zi,25
17,3546737740352336,zero-单推go栗子,舰长,58,甜栗zi,25
18,103066396,冰冷的五点,舰长,38,甜栗zi,25
19,670677253,小冬枝-加油猫冠,舰长,58,甜栗zi,24
20,629709144,黄璟瑜,舰长,53,甜栗zi,24
21,384255058,乍见秋风起,舰长,45,甜栗zi,23
22,97554931,桃枝___,舰长,7,甜栗zi,23
23,401106377,薛定谔的小颖,舰长,14,甜栗zi,21
24,3690973984983897,阿胖哦的相好,舰长,14,甜栗zi,21
25,3690973984983339,小明格丶,舰长,14,甜栗zi,21
26,3690973984983168,是小阿胖呢,舰长,14,甜栗zi,21
27,3632319504058772,橙子丶oe,舰长,14,甜栗zi,21
28,3546562043054921,清清闲闲哆欢乐,舰长,14,甜栗zi,21
