rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,提督,130,甜栗zi,44
2,44140887,-厄童-,提督,226,甜栗zi,43
3,1951359859,小猪盖呗,提督,170,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,提督,251,甜栗zi,38
5,3546392698030143,冰冷小白白,提督,82,甜栗zi,32
6,448508702,DDR想过CET-6,舰长,266,甜栗zi,34
7,12051525,狗莓呐腮,舰长,293,甜栗zi,33
8,478530000,大那啥转转转,舰长,233,甜栗zi,33
9,3546974085188366,陆云书,舰长,90,甜栗zi,30
10,36625512,千面咸鱼,舰长,44,甜栗zi,29
11,2010466294,玖九丨黎雾汐m,舰长,151,甜栗zi,28
12,63257298,PSGLGDPTSD,舰长,132,甜栗zi,28
13,3546849203981008,细嗦栗子卡的痰,舰长,191,甜栗zi,28
14,108150270,唐棠-mona,舰长,114,甜栗zi,26
15,314827433,虚掩的门牙,舰长,61,甜栗zi,26
16,3546737740352336,zero-单推go栗子,舰长,60,甜栗zi,25
17,103066396,冰冷的五点,舰长,40,甜栗zi,25
18,670677253,小冬枝-加油猫冠,舰长,60,甜栗zi,24
19,629709144,黄璟瑜,舰长,55,甜栗zi,24
20,97554931,桃枝___,舰长,9,甜栗zi,23
21,384255058,乍见秋风起,舰长,47,甜栗zi,23
22,401106377,薛定谔的小颖,舰长,16,甜栗zi,21
23,3690973984983897,阿胖哦的相好,舰长,16,甜栗zi,21
24,3690973984983339,小明格丶,舰长,16,甜栗zi,21
25,3690973984983168,是小阿胖呢,舰长,16,甜栗zi,21
26,3632319504058772,橙子丶oe,舰长,16,甜栗zi,21
27,3546562043054921,清清闲闲哆欢乐,舰长,16,甜栗zi,21
