rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,提督,124,甜栗zi,44
2,44140887,-厄童-,提督,220,甜栗zi,43
3,1951359859,盖好被子好家伙,提督,164,甜栗zi,42
4,7559452,云琅染烟-粑粑大王,提督,245,甜栗zi,38
5,3546392698030143,冰冷小白白,提督,76,甜栗zi,32
6,448508702,DDR想过CET-6,舰长,260,甜栗zi,34
7,12051525,狗莓呐腮,舰长,287,甜栗zi,33
8,478530000,大那啥转转转,舰长,227,甜栗zi,33
9,488750234,B站的辣个男人,舰长,149,甜栗zi,31
10,3546974085188366,陆云书,舰长,84,甜栗zi,30
11,3546859666672207,就算不是不咋啊,舰长,86,甜栗zi,30
12,36625512,千面咸鱼,舰长,38,甜栗zi,29
13,397576075,秋宝-心软的神,舰长,58,甜栗zi,29
14,2010466294,玖九丨黎雾汐m,舰长,145,甜栗zi,28
15,63257298,PSGLGDPTSD,舰长,126,甜栗zi,28
16,3546849203981008,细嗦栗子卡的痰,舰长,185,甜栗zi,28
17,108150270,唐棠-mona,舰长,108,甜栗zi,26
18,314827433,虚掩的门牙,舰长,55,甜栗zi,25
19,3546737740352336,zero-单推go栗子,舰长,54,甜栗zi,25
20,103066396,冰冷的五点,舰长,34,甜栗zi,25
21,670677253,小冬枝-加油猫冠,舰长,54,甜栗zi,24
22,629709144,黄璟瑜,舰长,49,甜栗zi,24
23,384255058,乍见秋风起,舰长,41,甜栗zi,23
24,97554931,桃枝___,舰长,3,甜栗zi,22
25,401106377,薛定谔的小颖,舰长,10,甜栗zi,21
26,3690973984983897,阿胖哦的相好,舰长,10,甜栗zi,21
27,3690973984983339,小明格丶,舰长,10,甜栗zi,21
28,3690973984983168,是小阿胖呢,舰长,10,甜栗zi,21
29,3632319504058772,橙子丶oe,舰长,10,甜栗zi,21
30,3546562043054921,清清闲闲哆欢乐,舰长,10,甜栗zi,21
