rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,提督,112,甜栗zi,44
2,44140887,-厄童-,提督,208,甜栗zi,43
3,1951359859,盖好被子好家伙,提督,152,甜栗zi,41
4,7559452,云琅染烟-粑粑大王,提督,233,甜栗zi,37
5,3546392698030143,冰冷小白白,提督,64,甜栗zi,32
6,448508702,DDR-栗音织梦,舰长,248,甜栗zi,34
7,12051525,狗莓呐腮,舰长,275,甜栗zi,33
8,478530000,大那啥转转转,舰长,215,甜栗zi,32
9,3546656651872586,她的脚趾我の阿尔卑斯,舰长,29,甜栗zi,31
10,3546974085188366,陆云书,舰长,72,甜栗zi,30
11,3546859666672207,困了就睡不许熬夜,舰长,74,甜栗zi,30
12,488750234,B站的辣个男人,舰长,137,甜栗zi,30
13,397576075,秋宝-心软的神,舰长,46,甜栗zi,29
14,2010466294,玖九丨黎雾汐m,舰长,133,甜栗zi,28
15,36625512,千面咸鱼,舰长,26,甜栗zi,27
16,3546849203981008,细嗦栗子卡的痰,舰长,173,甜栗zi,27
17,63257298,PSGLGDPTSD,舰长,120,甜栗zi,27
18,108150270,糖唐樘棠堂,舰长,96,甜栗zi,26
19,1497874693,账号已注销,舰长,50,甜栗zi,26
20,314827433,虚掩的门牙,舰长,43,甜栗zi,25
21,3546737740352336,zero-单推go栗子,舰长,42,甜栗zi,25
22,103066396,冰冷的五点,舰长,22,甜栗zi,25
23,670677253,小冬枝-加油猫冠,舰长,42,甜栗zi,24
24,629709144,黄璟瑜,舰长,37,甜栗zi,24
25,1884177625,天中霖尘,舰长,53,甜栗zi,23
26,3632310639397590,青提茉莉_单推小D枝,舰长,26,甜栗zi,21
27,384255058,乍见秋风起,舰长,29,甜栗zi,21
