rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,提督,114,甜栗zi,44
2,44140887,-厄童-,提督,210,甜栗zi,43
3,1951359859,焦黄紫色小渣被子,提督,154,甜栗zi,41
4,7559452,云琅染烟-粑粑大王,提督,235,甜栗zi,38
5,3546392698030143,冰冷小白白,提督,66,甜栗zi,32
6,448508702,DDR-栗音织梦,舰长,250,甜栗zi,34
7,12051525,狗莓呐腮,舰长,277,甜栗zi,33
8,478530000,大那啥转转转,舰长,217,甜栗zi,32
9,3546656651872586,她的脚趾我の阿尔卑斯,舰长,31,甜栗zi,31
10,3546974085188366,陆云书,舰长,74,甜栗zi,30
11,3546859666672207,被子焦黄爱看擦擦,舰长,76,甜栗zi,30
12,488750234,B站的辣个男人,舰长,139,甜栗zi,30
13,397576075,秋宝-心软的神,舰长,48,甜栗zi,29
14,36625512,千面咸鱼,舰长,28,甜栗zi,29
15,2010466294,玖九丨黎雾汐m,舰长,135,甜栗zi,28
16,3546849203981008,细嗦栗子卡的痰,舰长,175,甜栗zi,27
17,108150270,糖唐樘棠堂,舰长,98,甜栗zi,26
18,1497874693,账号已注销,舰长,52,甜栗zi,26
19,314827433,虚掩的门牙,舰长,45,甜栗zi,25
20,3546737740352336,zero-单推go栗子,舰长,44,甜栗zi,25
21,103066396,冰冷的五点,舰长,24,甜栗zi,25
22,670677253,小冬枝-加油猫冠,舰长,44,甜栗zi,24
23,629709144,黄璟瑜,舰长,39,甜栗zi,24
24,1884177625,天中霖尘,舰长,55,甜栗zi,23
25,384255058,乍见秋风起,舰长,31,甜栗zi,23
26,3632310639397590,只此青柚_单推小D枝,舰长,28,甜栗zi,21
