rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-9月必戒氪,提督,401,甜栗zi,50
2,12768058,go栗家的破站_无后缀版,提督,34,甜栗zi,41
3,266729102,早晚把破盒子炸了,提督,37,甜栗zi,38
4,1191459198,壹声壹栗,提督,31,甜栗zi,33
5,3747559933742902,叹气_14138,提督,6,甜栗zi,30
6,44140887,-厄童-,舰长,497,甜栗zi,44
7,1951359859,猪栗盖被,舰长,440,甜栗zi,44
8,3546737740352336,zero-爱播的嫡长小狗,舰长,229,甜栗zi,36
9,97554931,韭菜_的自我修养,舰长,280,甜栗zi,36
10,12051525,go栗莓拿塞,舰长,564,甜栗zi,36
11,478530000,大那啥转转转,舰长,504,甜栗zi,35
12,3461574368955256,栗子的小奶龙-穷鬼版,舰长,174,甜栗zi,35
13,448508702,ununddr,舰长,537,甜栗zi,35
14,3690977564822180,举个-栗子牙,舰长,247,甜栗zi,35
15,1752700457,蛙蛙有点小迷糊,舰长,374,甜栗zi,34
16,3546974085188366,御风-oO,舰长,282,甜栗zi,33
17,616520070,栗子大王的小野牛,舰长,67,甜栗zi,30
18,13572023,木瀚,舰长,57,甜栗zi,26
19,388620824,七斤半的梦里是灰丝,舰长,24,甜栗zi,26
20,354085049,PINK系イケメン,舰长,96,甜栗zi,26
21,1354494125,百香果味栗子,舰长,59,甜栗zi,25
22,71135718,江源源lith,舰长,36,甜栗zi,25
23,3546560835095201,小彭友_plm,舰长,20,甜栗zi,24
24,3707027490605775,三千年的床精,舰长,17,甜栗zi,23
25,11616614,對對對對對QwQ,舰长,49,甜栗zi,22
