rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-9月必戒氪,提督,383,甜栗zi,50
2,12768058,小破站-哈栗子气,提督,16,甜栗zi,38
3,1191459198,壹声壹栗,提督,13,甜栗zi,30
4,44140887,-厄童-,舰长,479,甜栗zi,44
5,1951359859,猪栗盖被,舰长,422,甜栗zi,43
6,7559452,云琅染烟-粑粑大王,舰长,504,甜栗zi,38
7,266729102,早晚把破盒子炸了,舰长,19,甜栗zi,36
8,13131692,打死不吃猫粮的汪,舰长,30,甜栗zi,36
9,3546737740352336,zero-爱播的嫡长小狗,舰长,211,甜栗zi,36
10,12051525,go栗莓拿塞,舰长,546,甜栗zi,35
11,97554931,分b不掏,舰长,262,甜栗zi,35
12,478530000,大那啥转转转,舰长,486,甜栗zi,35
13,448508702,ununddr,舰长,519,甜栗zi,35
14,3461574368955256,栗子的小奶龙-穷鬼版,舰长,156,甜栗zi,35
15,3690977564822180,举个-栗子牙,舰长,229,甜栗zi,34
16,1752700457,蛙蛙有点小迷糊,舰长,356,甜栗zi,34
17,3546974085188366,御风-没米挂机中,舰长,264,甜栗zi,33
18,616520070,栗子大王的小野牛,舰长,49,甜栗zi,28
19,13572023,木瀚,舰长,39,甜栗zi,26
20,1354494125,百香果味栗子,舰长,41,甜栗zi,25
21,354085049,PINK系イケメン,舰长,78,甜栗zi,25
22,3546560835095201,小彭友_plm,舰长,2,甜栗zi,24
23,388620824,七斤半的梦里是灰丝,舰长,6,甜栗zi,23
24,247108378,太秀了_,舰长,24,甜栗zi,21
